候选ID,策略家族,来源,分数,表达式,模拟设置JSON,变体序号,精确哈希,参数骨架,字段骨架,生成时间
arch_hybrid_lowvol:primary,arch_hybrid_lowvol,proven,9.95,"group_neutralize(ts_zscore(anl14_numofests_ebitda_fy5/cap,126)*-rank(ts_std_dev(returns,126)),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,2fab6966e972919020c958f01998d3dec9ffed2cc00cec9d1f3ac3cfd042d5d9,"group_neutralize(mul(neg(ts_std_dev(returns,#)),ts_zscore(div(anl14_numofests_ebitda_fy5,cap),#)),market)","group_neutralize(mul(neg(ts_std_dev(FIELD,#)),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-01T14:17:15.543358+00:00
arch_hybrid_lowvol:primary,arch_hybrid_lowvol,proven,9.95,"group_neutralize(ts_zscore(anl14_numofests_ebitda_fy4/cap,126)*-rank(ts_std_dev(returns,126)),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,a1cfe7613bd11ee131487efb2a373f23209a63d3aaef8b7c026fdfbc22a4a781,"group_neutralize(mul(neg(ts_std_dev(returns,#)),ts_zscore(div(anl14_numofests_ebitda_fy4,cap),#)),market)","group_neutralize(mul(neg(ts_std_dev(FIELD,#)),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-01T14:17:15.543358+00:00
arch_hybrid_lowvol:primary,arch_hybrid_lowvol,proven,9.95,"group_neutralize(ts_zscore(anl14_numofests_ebitda_fp5/cap,126)*-rank(ts_std_dev(returns,126)),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,f7e94c9e4c20b6e55e868fe81a3a1d15f1dae9462e50e40ea03f4d8f0897a258,"group_neutralize(mul(neg(ts_std_dev(returns,#)),ts_zscore(div(anl14_numofests_ebitda_fp5,cap),#)),sector)","group_neutralize(mul(neg(ts_std_dev(FIELD,#)),ts_zscore(div(FIELD,FIELD),#)),sector)",2026-08-01T14:17:15.543358+00:00
arch_hybrid_lowvol:primary,arch_hybrid_lowvol,proven,9.95,"group_neutralize(ts_zscore(anl14_numofests_ebitda_fp2/cap,126)*-rank(ts_std_dev(returns,126)),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,a6334ce1ea198d713a3b0b4105d30ea7e26734a458ebfa3c5f0f0d2fa3e8f39e,"group_neutralize(mul(neg(ts_std_dev(returns,#)),ts_zscore(div(anl14_numofests_ebitda_fp2,cap),#)),sector)","group_neutralize(mul(neg(ts_std_dev(FIELD,#)),ts_zscore(div(FIELD,FIELD),#)),sector)",2026-08-01T14:17:15.543358+00:00
arch_hybrid_lowvol:primary,arch_hybrid_lowvol,proven,9.95,"group_neutralize(ts_zscore(anl14_numofests_ebitda_fp4/cap,126)*-rank(ts_std_dev(returns,126)),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,9c6f499c310a0458954ab6423b79d16643ffee99c56e819dd698944720951def,"group_neutralize(mul(neg(ts_std_dev(returns,#)),ts_zscore(div(anl14_numofests_ebitda_fp4,cap),#)),market)","group_neutralize(mul(neg(ts_std_dev(FIELD,#)),ts_zscore(div(FIELD,FIELD),#)),market)",2026-08-01T14:17:15.543358+00:00
arch_hybrid_lowvol:primary,arch_hybrid_lowvol,proven,9.95,"group_neutralize(ts_zscore(anl14_numofests_ebitda_fy3/cap,126)*-rank(ts_std_dev(returns,126)),industry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,6dd87d7371ef9ac520a1dcb6d1485a882ffc1a27d7bcda08d3ad1ce134c0e6dd,"group_neutralize(mul(neg(ts_std_dev(returns,#)),ts_zscore(div(anl14_numofests_ebitda_fy3,cap),#)),industry)","group_neutralize(mul(neg(ts_std_dev(FIELD,#)),ts_zscore(div(FIELD,FIELD),#)),industry)",2026-08-01T14:17:15.543358+00:00
arch_regime_shift:primary,arch_regime_shift,proven,9.3,"group_neutralize((ts_zscore(anl10_smartest_roe_ff/cap,126)-ts_zscore(anl10_smartest_roe_ff/cap,252))*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,5a74238047202c1be5574d3d677bce17d4e671cfada1ea076e5fe85965e0e1b0,"group_neutralize(mul(div(ts_mean(volume,#),adv20),sub(ts_zscore(div(anl10_smartest_roe_ff,cap),#),ts_zscore(div(anl10_smartest_roe_ff,cap),#))),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),sub(ts_zscore(div(FIELD,FIELD),#),ts_zscore(div(FIELD,FIELD),#))),market)",2026-08-01T14:17:15.543358+00:00
arch_regime_shift:primary,arch_regime_shift,proven,9.3,"group_neutralize((ts_zscore(anl10_smartest_roa_ff/cap,126)-ts_zscore(anl10_smartest_roa_ff/cap,252))*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,0c53fd7f1d28d4261500e3818ff08aa0fab7b2f99bf3fea34cad29580ddadb3f,"group_neutralize(mul(div(ts_mean(volume,#),adv20),sub(ts_zscore(div(anl10_smartest_roa_ff,cap),#),ts_zscore(div(anl10_smartest_roa_ff,cap),#))),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),sub(ts_zscore(div(FIELD,FIELD),#),ts_zscore(div(FIELD,FIELD),#))),sector)",2026-08-01T14:17:15.543358+00:00
arch_regime_shift:primary,arch_regime_shift,proven,9.15,"group_neutralize((ts_zscore(anl10_smartest_roe_ff/cap,63)-ts_zscore(anl10_smartest_roe_ff/cap,252))*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,616108883640413cf4a6d4e170d4048183a4b7f12077170d035e64f0aaa5c860,"group_neutralize(mul(div(ts_mean(volume,#),adv20),sub(ts_zscore(div(anl10_smartest_roe_ff,cap),#),ts_zscore(div(anl10_smartest_roe_ff,cap),#))),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),sub(ts_zscore(div(FIELD,FIELD),#),ts_zscore(div(FIELD,FIELD),#))),market)",2026-08-01T14:17:15.543358+00:00
arch_regime_shift:primary,arch_regime_shift,proven,9.15,"group_neutralize((ts_zscore(anl10_smartest_roa_ff/cap,63)-ts_zscore(anl10_smartest_roa_ff/cap,252))*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,abe4db0c4c36e1453a264fdcbfec5a788c3f5533db888509b57f53f5f81cc346,"group_neutralize(mul(div(ts_mean(volume,#),adv20),sub(ts_zscore(div(anl10_smartest_roa_ff,cap),#),ts_zscore(div(anl10_smartest_roa_ff,cap),#))),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),sub(ts_zscore(div(FIELD,FIELD),#),ts_zscore(div(FIELD,FIELD),#))),sector)",2026-08-01T14:17:15.543358+00:00
arch_regime_shift:primary,arch_regime_shift,proven,9.0,"group_neutralize((ts_zscore(anl10_smartest_roe_ff/cap,63)-ts_zscore(anl10_smartest_roe_ff/cap,126))*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,a949dea377eff188f9f7812388590c6426080ff156af44a93bc05f0b0989b2d5,"group_neutralize(mul(div(ts_mean(volume,#),adv20),sub(ts_zscore(div(anl10_smartest_roe_ff,cap),#),ts_zscore(div(anl10_smartest_roe_ff,cap),#))),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),sub(ts_zscore(div(FIELD,FIELD),#),ts_zscore(div(FIELD,FIELD),#))),market)",2026-08-01T14:17:15.543358+00:00
arch_regime_shift:primary,arch_regime_shift,proven,9.0,"group_neutralize((ts_zscore(anl10_smartest_roa_ff/cap,63)-ts_zscore(anl10_smartest_roa_ff/cap,126))*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 6, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,5e886197bea71a9732e49bdcf4146e564f3b4a3abb2180621ad9926fed405f9c,"group_neutralize(mul(div(ts_mean(volume,#),adv20),sub(ts_zscore(div(anl10_smartest_roa_ff,cap),#),ts_zscore(div(anl10_smartest_roa_ff,cap),#))),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),sub(ts_zscore(div(FIELD,FIELD),#),ts_zscore(div(FIELD,FIELD),#))),sector)",2026-08-01T14:17:15.543358+00:00
arch_analyst_liquid:primary,arch_analyst_liquid,proven,8.7,"group_neutralize(ts_zscore(workplace_diversity_labor_rights_score,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,c61294df8ed187d1bee3ed1d071e72353492dd77de813c752a078d4ce643d46f,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(workplace_diversity_labor_rights_score,#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(FIELD,#)),market)",2026-08-01T14:17:15.543358+00:00
arch_analyst_liquid:primary,arch_analyst_liquid,proven,8.7,"group_neutralize(ts_zscore(group_longterm_growth_marketcap_percent,126)*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,2531a8831436b610592f595691b7f3e13e5537fe8916d3d74fac9be2d682528e,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(group_longterm_growth_marketcap_percent,#)),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(FIELD,#)),sector)",2026-08-01T14:17:15.543358+00:00
arch_analyst_liquid:primary,arch_analyst_liquid,proven,8.7,"group_neutralize(ts_zscore(sector_longterm_growth_marketcap_percent,126)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,d967edf79dc6f09dea78b488735162391258250e2316c9400b8abd2a2e5b80fa,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(sector_longterm_growth_marketcap_percent,#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(FIELD,#)),market)",2026-08-01T14:17:15.543358+00:00
arch_analyst_liquid:primary,arch_analyst_liquid,proven,8.55,"group_neutralize(ts_zscore(workplace_diversity_labor_rights_score,63)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,ba02e6f8169507474ea1834b2b9b3e161cdbd37e667969068fba2256114c6d39,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(workplace_diversity_labor_rights_score,#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(FIELD,#)),market)",2026-08-01T14:17:15.543358+00:00
arch_analyst_liquid:primary,arch_analyst_liquid,proven,8.55,"group_neutralize(ts_zscore(group_longterm_growth_marketcap_percent,63)*rank(ts_mean(volume,63)/adv20),sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,0f85d59f6c3a487be85f2b36910451efa6a3e09a81666754d130016aca167dfe,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(group_longterm_growth_marketcap_percent,#)),sector)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(FIELD,#)),sector)",2026-08-01T14:17:15.543358+00:00
arch_analyst_liquid:primary,arch_analyst_liquid,proven,8.55,"group_neutralize(ts_zscore(sector_longterm_growth_marketcap_percent,63)*rank(ts_mean(volume,63)/adv20),market)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,86f0e87e9f621178cc45526df07b4e0083e76f968ad98199598cc977df6ba009,"group_neutralize(mul(div(ts_mean(volume,#),adv20),ts_zscore(sector_longterm_growth_marketcap_percent,#)),market)","group_neutralize(mul(div(ts_mean(FIELD,#),FIELD),ts_zscore(FIELD,#)),market)",2026-08-01T14:17:15.543358+00:00
arch_delta_liquid:primary,arch_delta_liquid,proven,8.5,"(group_rank(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_close_fy1,126)/cap,industry)-0.5)*rank(ts_mean(volume,63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""language"": ""FASTEXPR"", ""visualization"": false}",0,cdaa05f10dfe4ab7f53795a433755ebde2e66c2f93fdc960a654e6845ef3df0c,"mul(div(ts_mean(volume,#),adv20),sub(group_rank(div(ts_delta(anl10_analyst_innovation_eps_revise_ratio_to_close_fy1,#),cap),industry),#))","mul(div(ts_mean(FIELD,#),FIELD),sub(group_rank(div(ts_delta(FIELD,#),FIELD),industry),#))",2026-08-01T14:17:15.543358+00:00
